"MODULE_CD"|"COL_NM"|"COL_KOR_NM"|"FORMAT_DC"|"COLSIZE_VR"|"RCODE_DC"|"KEY_VAL_YN"|"COL_SQ"|"TABLE_ID"|"TABLE_NM"
HR|EMPY_TP_CD|고용유형코드|VARCHAR2|(5)|HRP00010||7|HR_PCALCPAY_MST|급여계산마스터
HR|EMP_NO|사원번호|VARCHAR2|(20)||Y|6|HR_PCALCPAY_MST|급여계산마스터
HR|EMP_TP|사원유형|VARCHAR2|(5)|HRP00220||8|HR_PCALCPAY_MST|급여계산마스터
HR|INSERT_DTS|등록일시|DATE||||36|HR_PCALCPAY_MST|급여계산마스터
HR|INSERT_ID|등록ID|VARCHAR2|(30)|||34|HR_PCALCPAY_MST|급여계산마스터
HR|INSERT_IP|등록IP|VARCHAR2|(200)|||35|HR_PCALCPAY_MST|급여계산마스터
HR|INSERT_MCADDR_NM|등록맥어드레스명|VARCHAR2|(200)|||36|HR_PCALCPAY_MST|급여계산마스터
HR|JKND_CD|직종코드|VARCHAR2|(5)|HRP00990||20|HR_PCALCPAY_MST|급여계산마스터
HR|LOCTAX_APLCNTAR_CD|지방세신고지코드|VARCHAR2|(7)|||32|HR_PCALCPAY_MST|급여계산마스터
HR|NO_SQ|번호순번|NUMBER|(5,0)||Y|5|HR_PCALCPAY_MST|급여계산마스터
HR|ODTY_CD|직책코드|VARCHAR2|(5)|HRP00980||11|HR_PCALCPAY_MST|급여계산마스터
HR|OGRP_CD|직군코드|VARCHAR2|(5)|HRP00660||12|HR_PCALCPAY_MST|급여계산마스터
HR|PAY_TOT_AMT|지급총금액|NUMBER|(19,4)|||25|HR_PCALCPAY_MST|급여계산마스터
HR|PJT_CD|프로젝트코드|VARCHAR2|(50)|||14|HR_PCALCPAY_MST|급여계산마스터
HR|PLANT_CD|공장코드|VARCHAR2|(7)|||15|HR_PCALCPAY_MST|급여계산마스터
HR|POSI_CD|직위코드|VARCHAR2|(5)|HRP00640||10|HR_PCALCPAY_MST|급여계산마스터
HR|PSTN_CD|직급코드|VARCHAR2|(5)|HRP00650||17|HR_PCALCPAY_MST|급여계산마스터
HR|RMK_DC|비고내역|VARCHAR2|(200)|||24|HR_PCALCPAY_MST|급여계산마스터
HR|SLST_CD|호봉코드|VARCHAR2|(10)|||18|HR_PCALCPAY_MST|급여계산마스터
HR|TAXXMPT_TOTPAY_AMT|비과세급여총금액|NUMBER|(19,4)|||28|HR_PCALCPAY_MST|급여계산마스터
HR|TAX_SALARY_AMT|과세급여총금액|NUMBER|(19,4)|||29|HR_PCALCPAY_MST|급여계산마스터
HR|TOTDEDUCT_AMT|공제총금액|NUMBER|(19,4)|||26|HR_PCALCPAY_MST|급여계산마스터
HR|UNREPORT_TAXXMPT_SUM_AMT|미신고비과세합계금액|NUMBER|(19,4)|||31|HR_PCALCPAY_MST|급여계산마스터
HR|UPDATE_DTS|수정일시|DATE||||39|HR_PCALCPAY_MST|급여계산마스터
HR|UPDATE_ID|수정ID|VARCHAR2|(30)|||37|HR_PCALCPAY_MST|급여계산마스터
HR|UPDATE_IP|수정IP|VARCHAR2|(200)|||38|HR_PCALCPAY_MST|급여계산마스터
HR|UPDATE_MCADDR_NM|수정맥어드레스명|VARCHAR2|(200)|||40|HR_PCALCPAY_MST|급여계산마스터
HR|USERDEF1_CD|사용자정의1코드|VARCHAR2|(5)|HRP01430||21|HR_PCALCPAY_MST|급여계산마스터
HR|USERDEF2_CD|사용자정의2코드|VARCHAR2|(5)|HRP01440||22|HR_PCALCPAY_MST|급여계산마스터
HR|USERDEF3_CD|사용자정의3코드|VARCHAR2|(5)|HRP01450||23|HR_PCALCPAY_MST|급여계산마스터
HR|WC_CD|작업장코드|VARCHAR2|(7)|||16|HR_PCALCPAY_MST|급여계산마스터
HR|WGS_INCOMTAX_ADJT_TP|급여과표조정유형|VARCHAR2|(3)|PAY017||33|HR_PCALCPAY_MST|급여계산마스터
HR|WGS_TP|급여유형|VARCHAR2|(5)|HRP00230|Y|4|HR_PCALCPAY_MST|급여계산마스터
HR|WGS_YM|급여년월|VARCHAR2|(6)||Y|3|HR_PCALCPAY_MST|급여계산마스터
HR|ACK_BNS_AMT|인정상여금액|NUMBER|(19,4)|||9|HR_PCALCTAX_INFO|급여과세정보
HR|BIZAREA_CD|사업장코드|VARCHAR2|(7)||Y|2|HR_PCALCTAX_INFO|급여과세정보
HR|BNDS_REDUTAX_AMT|한도감면세금액|NUMBER|(19,4)|||28|HR_PCALCTAX_INFO|급여과세정보
HR|CHART_SETN_END_AMT|조견표구간종료금액|NUMBER|(19,4)|||37|HR_PCALCTAX_INFO|급여과세정보
HR|CHART_SETN_START_AMT|조견표구간시작금액|NUMBER|(19,4)|||36|HR_PCALCTAX_INFO|급여과세정보
HR|COMPANY_CD|회사코드|VARCHAR2|(7)||Y|1|HR_PCALCTAX_INFO|급여과세정보
HR|COMPUT_TAXAMT_AMT|산출세액금액|NUMBER|(19,4)|||26|HR_PCALCTAX_INFO|급여과세정보
HR|DEDUCT_OC_AMT|국외근로비과세총금액|NUMBER|(19,4)|||15|HR_PCALCTAX_INFO|급여과세정보
HR|EMPYABBU_AMT|고용보험직업능력사회부담금액|NUMBER|(19,4)|||22|HR_PCALCTAX_INFO|급여과세정보
HR|EMPYMOWA_AMT|고용보험실업급여금액|NUMBER|(19,4)|||21|HR_PCALCTAX_INFO|급여과세정보
HR|EMPY_SHAPE_CD|고용형태코드|VARCHAR2|(5)|HRP00010|Y|4|HR_PCALCTAX_INFO|급여과세정보
HR|EMP_NO|사원번호|VARCHAR2|(20)||Y|7|HR_PCALCTAX_INFO|급여과세정보
HR|EMP_TP|사원유형|VARCHAR2|(5)|HRP00220|Y|5|HR_PCALCTAX_INFO|급여과세정보
HR|ETCINCMTAXT_AMT|기타소득과세금액|NUMBER|(19,4)|||10|HR_PCALCTAX_INFO|급여과세정보
HR|ETCNOPAY_AMT|기타소득과세미반영금액|NUMBER|(19,4)|||11|HR_PCALCTAX_INFO|급여과세정보
HR|ETCTAXMPTOT_AMT|기타비과세총금액|NUMBER|(19,4)|||18|HR_PCALCTAX_INFO|급여과세정보
HR|EXTRALAB_AMT|연장근로비과세총금액|NUMBER|(19,4)|||16|HR_PCALCTAX_INFO|급여과세정보
HR|FRHL_FARMTAX_AMT|농어촌특별세금액|NUMBER|(19,4)|||43|HR_PCALCTAX_INFO|급여과세정보
HR|FRNR_TAXXMPT_TOT_AMT|외국인비과세총금액|NUMBER|(19,4)|||17|HR_PCALCTAX_INFO|급여과세정보
HR|GROSSUP_AMT|그로스업금액|NUMBER|(19,4)|||14|HR_PCALCTAX_INFO|급여과세정보
HR|HFAMT_CNTR_AMT|반액기부금액|NUMBER|(19,4)|||33|HR_PCALCTAX_INFO|급여과세정보
HR|HLTHINS_COBUDN_AMT|건강보험회사부담금액|NUMBER|(19,4)|||20|HR_PCALCTAX_INFO|급여과세정보
HR|INSERT_DTS|등록일시|DATE||||45|HR_PCALCTAX_INFO|급여과세정보
HR|INSERT_ID|등록ID|VARCHAR2|(30)|||44|HR_PCALCTAX_INFO|급여과세정보
HR|INSERT_IP|등록IP|VARCHAR2|(200)|||45|HR_PCALCTAX_INFO|급여과세정보
HR|INSERT_MCADDR_NM|등록맥어드레스명|VARCHAR2|(200)|||46|HR_PCALCTAX_INFO|급여과세정보
HR|INTAX_AMT|소득세금액|NUMBER|(19,4)|||41|HR_PCALCTAX_INFO|급여과세정보
HR|INTAX_UN_RFLT_AMT|소득세미반영금액|NUMBER|(19,4)|||30|HR_PCALCTAX_INFO|급여과세정보
HR|LNGTRINSUFE_COBUDN_AMT|장기요양보험료회사부담금액|NUMBER|(19,4)|||23|HR_PCALCTAX_INFO|급여과세정보
HR|NO_SQ|번호순번|NUMBER|(5,0)||Y|8|HR_PCALCTAX_INFO|급여과세정보
HR|NPN_AMT|국민연금회사부담금액|NUMBER|(19,4)|||19|HR_PCALCTAX_INFO|급여과세정보
HR|NTLMT_REDUCTTAX_AMT|비한도감면세금액|NUMBER|(19,4)|||29|HR_PCALCTAX_INFO|급여과세정보
HR|PAYSEZ_AMT|급여압류금액|NUMBER|(19,4)|||40|HR_PCALCTAX_INFO|급여과세정보
HR|RAR_INTAX_AMT|지방소득세금액|NUMBER|(19,4)|||42|HR_PCALCTAX_INFO|급여과세정보
HR|REDUCTAX_AMT|공제감면세금액|NUMBER|(19,4)|||27|HR_PCALCTAX_INFO|급여과세정보
HR|RELGNGNZ_CNTR_AMT|종교단체기부금액|NUMBER|(19,4)|||35|HR_PCALCTAX_INFO|급여과세정보
HR|RELGNGNZ_ELSE_CNTR_AMT|종교단체외기부금액|NUMBER|(19,4)|||34|HR_PCALCTAX_INFO|급여과세정보
HR|SCEPREPAY_AMT|학자금상환금액|NUMBER|(19,4)|||38|HR_PCALCTAX_INFO|급여과세정보
HR|SCEXCOUR_AMT|학자금회사부담금액|NUMBER|(19,4)|||24|HR_PCALCTAX_INFO|급여과세정보
HR|SIMPTAX_AMT|간이소득세금액|NUMBER|(19,4)|||31|HR_PCALCTAX_INFO|급여과세정보
HR|STOCKPF_AMT|주식매수선택권행사이익금액|NUMBER|(19,4)|||13|HR_PCALCTAX_INFO|급여과세정보
HR|SUPP_TAX_AMT|추가과세금액|NUMBER|(19,4)|||12|HR_PCALCTAX_INFO|급여과세정보
HR|TAXAMT_ADJT_RT|세액조정율|NUMBER|(19,6)|||39|HR_PCALCTAX_INFO|급여과세정보
HR|TAXSTD_AMT|과세표준금액|NUMBER|(19,4)|||25|HR_PCALCTAX_INFO|급여과세정보
HR|TOTAMOUNT_DDCT_CNTR_AMT|전액공제기부금액|NUMBER|(19,4)|||32|HR_PCALCTAX_INFO|급여과세정보
HR|UPDATE_DTS|수정일시|DATE||||47|HR_PCALCTAX_INFO|급여과세정보
HR|UPDATE_ID|수정ID|VARCHAR2|(30)|||46|HR_PCALCTAX_INFO|급여과세정보
HR|UPDATE_IP|수정IP|VARCHAR2|(200)|||49|HR_PCALCTAX_INFO|급여과세정보
HR|UPDATE_MCADDR_NM|수정맥어드레스명|VARCHAR2|(200)|||50|HR_PCALCTAX_INFO|급여과세정보
HR|WGS_TP|급여유형|VARCHAR2|(5)|HRP00230|Y|6|HR_PCALCTAX_INFO|급여과세정보
HR|WGS_YM|급여년월|VARCHAR2|(6)||Y|3|HR_PCALCTAX_INFO|급여과세정보
HR|BIZAREA_CD|사업장코드|VARCHAR2|(7)|||5|HR_PCBONUS_TMP|
HR|BNS_PAY_FG_CD|상여지급구분코드|VARCHAR2|(5)|HRP01350||6|HR_PCBONUS_TMP|
HR|CAL_DTS|계산일시|DATE|||Y|3|HR_PCBONUS_TMP|
HR|CAL_WRKM_ID|계산작업자ID|VARCHAR2|(30)||Y|2|HR_PCBONUS_TMP|
HR|COMPANY_CD|회사코드|VARCHAR2|(7)||Y|1|HR_PCBONUS_TMP|
HR|EMP_NO|사원번호|VARCHAR2|(20)||Y|4|HR_PCBONUS_TMP|
HR|INSERT_DTS|등록일시|DATE||||12|HR_PCBONUS_TMP|
HR|INSERT_ID|등록ID|VARCHAR2|(30)|||9|HR_PCBONUS_TMP|
HR|INSERT_IP|등록IP|VARCHAR2|(200)|||10|HR_PCBONUS_TMP|
HR|INSERT_MCADDR_NM|등록맥어드레스명|VARCHAR2|(200)|||11|HR_PCBONUS_TMP|
HR|PAY_AMT|지급금액|NUMBER|(19,4)|||8|HR_PCBONUS_TMP|
HR|PAY_RT|지급율|NUMBER|(19,6)|||7|HR_PCBONUS_TMP|
HR|UPDATE_DTS|수정일시|DATE||||16|HR_PCBONUS_TMP|
HR|UPDATE_ID|수정ID|VARCHAR2|(30)|||13|HR_PCBONUS_TMP|
HR|UPDATE_IP|수정IP|VARCHAR2|(200)|||14|HR_PCBONUS_TMP|
HR|UPDATE_MCADDR_NM|수정맥어드레스명|VARCHAR2|(200)|||15|HR_PCBONUS_TMP|
HR|BEF_COND_DC_CD|이전조건내역코드|VARCHAR2|(20)|||16|HR_PCCALC_TMP|급여계산계산식정보
HR|CALCFOR_TXT|계산식텍스트|VARCHAR2|(2000)|||14|HR_PCCALC_TMP|급여계산계산식정보
HR|CAL_COND_LV|계산조건레벨|NUMBER|(3,0)||Y|9|HR_PCCALC_TMP|급여계산계산식정보
HR|CAL_DTS|계산일시|DATE|||Y|3|HR_PCCALC_TMP|급여계산계산식정보
HR|CAL_WRKM_ID|계산작업자ID|VARCHAR2|(30)||Y|2|HR_PCCALC_TMP|급여계산계산식정보
HR|COMPANY_CD|회사코드|VARCHAR2|(7)||Y|1|HR_PCCALC_TMP|급여계산계산식정보
HR|COND_CALCFOR_CD_TXT|조건계산식코드텍스트|VARCHAR2|(2000)|||13|HR_PCCALC_TMP|급여계산계산식정보
HR|COND_CALCFOR_TXT|조건계산식텍스트|VARCHAR2|(2000)|||15|HR_PCCALC_TMP|급여계산계산식정보
HR|COND_DC_CD|조건내역코드|VARCHAR2|(20)||Y|11|HR_PCCALC_TMP|급여계산계산식정보
HR|EMPY_TP_CD|고용유형코드|VARCHAR2|(5)|HRP00010|Y|5|HR_PCCALC_TMP|급여계산계산식정보
HR|EMP_TP|사원유형|VARCHAR2|(5)|HRP00220|Y|6|HR_PCCALC_TMP|급여계산계산식정보
HR|INSERT_DTS|등록일시|DATE||||20|HR_PCCALC_TMP|급여계산계산식정보
HR|INSERT_ID|등록ID|VARCHAR2|(30)|||17|HR_PCCALC_TMP|급여계산계산식정보
HR|INSERT_IP|등록IP|VARCHAR2|(200)|||18|HR_PCCALC_TMP|급여계산계산식정보
HR|INSERT_MCADDR_NM|등록맥어드레스명|VARCHAR2|(200)|||19|HR_PCCALC_TMP|급여계산계산식정보
HR|ITEM_CD|품목코드|VARCHAR2|(50)|"3"|Y|10|HR_PCCALC_TMP|급여계산계산식정보
HR|LAST_WGS_YM|최종급여년월|VARCHAR2|(6)||Y|4|HR_PCCALC_TMP|급여계산계산식정보
HR|PAY_DDCT_CD|지급공제코드|VARCHAR2|(10)|"15"|Y|8|HR_PCCALC_TMP|급여계산계산식정보
HR|PAY_DDCT_TP|지급공제유형|VARCHAR2|(10)||Y|7|HR_PCCALC_TMP|급여계산계산식정보
HR|UPDATE_DTS|수정일시|DATE||||24|HR_PCCALC_TMP|급여계산계산식정보
HR|UPDATE_ID|수정ID|VARCHAR2|(30)|||21|HR_PCCALC_TMP|급여계산계산식정보
HR|UPDATE_IP|수정IP|VARCHAR2|(200)|||22|HR_PCCALC_TMP|급여계산계산식정보
HR|UPDATE_MCADDR_NM|수정맥어드레스명|VARCHAR2|(200)|||23|HR_PCCALC_TMP|급여계산계산식정보
HR|UP_LV_COND_CD|상위레벨조건코드|VARCHAR2|(20)||Y|12|HR_PCCALC_TMP|급여계산계산식정보
HR|BIZAREA_CD|사업장코드|VARCHAR2|(7)||Y|5|HR_PCDATE_TMP|급여계산귀속일정보
HR|CAL_DTS|계산일시|DATE|||Y|3|HR_PCDATE_TMP|급여계산귀속일정보
HR|CAL_WRKM_ID|계산작업자ID|VARCHAR2|(30)||Y|2|HR_PCDATE_TMP|급여계산귀속일정보
HR|COMPANY_CD|회사코드|VARCHAR2|(7)||Y|1|HR_PCDATE_TMP|급여계산귀속일정보
HR|DNL_DY|근태일수|NUMBER|(7,2)|||15|HR_PCDATE_TMP|급여계산귀속일정보
HR|DNL_RVERS_END_DT|근태귀속종료일|VARCHAR2|(8)|||11|HR_PCDATE_TMP|급여계산귀속일정보
HR|DNL_RVERS_START_DT|근태귀속시작일|VARCHAR2|(8)|||10|HR_PCDATE_TMP|급여계산귀속일정보
HR|EMPY_TP_CD|고용유형코드|VARCHAR2|(5)|HRP00010|Y|6|HR_PCDATE_TMP|급여계산귀속일정보
HR|EMP_TP|사원유형|VARCHAR2|(5)|HRP00220|Y|7|HR_PCDATE_TMP|급여계산귀속일정보
HR|GNFD_DY|발령일수|NUMBER|(7,2)|||16|HR_PCDATE_TMP|급여계산귀속일정보
HR|GNFD_RVERS_END_DT|발령귀속종료일|VARCHAR2|(8)|||13|HR_PCDATE_TMP|급여계산귀속일정보
HR|GNFD_RVERS_START_DT|발령귀속시작일|VARCHAR2|(8)|||12|HR_PCDATE_TMP|급여계산귀속일정보
HR|INSERT_DTS|등록일시|DATE||||20|HR_PCDATE_TMP|급여계산귀속일정보
HR|INSERT_ID|등록ID|VARCHAR2|(30)|||17|HR_PCDATE_TMP|급여계산귀속일정보
HR|INSERT_IP|등록IP|VARCHAR2|(200)|||18|HR_PCDATE_TMP|급여계산귀속일정보
HR|INSERT_MCADDR_NM|등록맥어드레스명|VARCHAR2|(200)|||19|HR_PCDATE_TMP|급여계산귀속일정보
HR|PAYMEAT_END_DT|급여귀속종료일|VARCHAR2|(8)|||9|HR_PCDATE_TMP|급여계산귀속일정보
HR|PAYMEAT_START_DT|급여귀속시작일|VARCHAR2|(8)|||8|HR_PCDATE_TMP|급여계산귀속일정보
HR|UPDATE_DTS|수정일시|DATE||||24|HR_PCDATE_TMP|급여계산귀속일정보
HR|UPDATE_ID|수정ID|VARCHAR2|(30)|||21|HR_PCDATE_TMP|급여계산귀속일정보
HR|UPDATE_IP|수정IP|VARCHAR2|(200)|||22|HR_PCDATE_TMP|급여계산귀속일정보
HR|UPDATE_MCADDR_NM|수정맥어드레스명|VARCHAR2|(200)|||23|HR_PCDATE_TMP|급여계산귀속일정보
HR|WGS_DY|급여일수|NUMBER|(7,2)|||14|HR_PCDATE_TMP|급여계산귀속일정보
HR|WGS_YM|급여년월|VARCHAR2|(6)||Y|4|HR_PCDATE_TMP|급여계산귀속일정보
HR|APLY_YM|적용년월|VARCHAR2|(6)||Y|7|HR_PCDEDUCT_TMP|급여계산세액정보
HR|BASE2_VAL_AMT|기본2값금액|NUMBER|(19,4)|||20|HR_PCDEDUCT_TMP|급여계산세액정보
HR|BASE_VAL_AMT|기본값금액|NUMBER|(19,4)|||19|HR_PCDEDUCT_TMP|급여계산세액정보
HR|CAL_DTS|계산일시|DATE|||Y|3|HR_PCDEDUCT_TMP|급여계산세액정보
HR|CAL_WRKM_ID|계산작업자ID|VARCHAR2|(30)||Y|2|HR_PCDEDUCT_TMP|급여계산세액정보
HR|COMPANY_CD|회사코드|VARCHAR2|(7)||Y|1|HR_PCDEDUCT_TMP|급여계산세액정보
HR|DECL_TAXXMPT_YN|신고비과세여부|VARCHAR2|(1)|||17|HR_PCDEDUCT_TMP|급여계산세액정보
HR|DEDUCT_CNT|공제인원수|NUMBER|(5,0)|||16|HR_PCDEDUCT_TMP|급여계산세액정보
HR|FROM2_AMT|구간시작2금액|NUMBER|(19,4)|||11|HR_PCDEDUCT_TMP|급여계산세액정보
HR|FROM_AMT|구간시작금액|NUMBER|(19,4)|||9|HR_PCDEDUCT_TMP|급여계산세액정보
HR|INSERT_DTS|등록일시|DATE||||24|HR_PCDEDUCT_TMP|급여계산세액정보
HR|INSERT_ID|등록ID|VARCHAR2|(30)|||21|HR_PCDEDUCT_TMP|급여계산세액정보
HR|INSERT_IP|등록IP|VARCHAR2|(200)|||22|HR_PCDEDUCT_TMP|급여계산세액정보
HR|INSERT_MCADDR_NM|등록맥어드레스명|VARCHAR2|(200)|||23|HR_PCDEDUCT_TMP|급여계산세액정보
HR|LINE_SQ|라인순번|NUMBER|(5,0)||Y|6|HR_PCDEDUCT_TMP|급여계산세액정보
HR|REASON_CD|사유코드|VARCHAR2|(5)|||8|HR_PCDEDUCT_TMP|급여계산세액정보
HR|REDUCT_YN|감면여부|VARCHAR2|(1)|||18|HR_PCDEDUCT_TMP|급여계산세액정보
HR|TAXAFS_CD|세무코드|VARCHAR2|(5)||Y|4|HR_PCDEDUCT_TMP|급여계산세액정보
HR|TAXAMT_DDCT2_RT|세액공제2율|NUMBER|(19,6)|||14|HR_PCDEDUCT_TMP|급여계산세액정보
HR|TAXAMT_DDCT_BNDS_AMT|세액공제한도금액|NUMBER|(19,4)|||15|HR_PCDEDUCT_TMP|급여계산세액정보
HR|TAXAMT_DDCT_RT|세액공제율|NUMBER|(19,6)|||13|HR_PCDEDUCT_TMP|급여계산세액정보
HR|TERM_SQ|기간순번|NUMBER|(5,0)||Y|5|HR_PCDEDUCT_TMP|급여계산세액정보
HR|TO2_AMT|구간종료2금액|NUMBER|(19,4)|||12|HR_PCDEDUCT_TMP|급여계산세액정보
HR|TO_AMT|구간종료금액|NUMBER|(19,4)|||10|HR_PCDEDUCT_TMP|급여계산세액정보
HR|UPDATE_DTS|수정일시|DATE||||28|HR_PCDEDUCT_TMP|급여계산세액정보
HR|UPDATE_ID|수정ID|VARCHAR2|(30)|||25|HR_PCDEDUCT_TMP|급여계산세액정보
HR|UPDATE_IP|수정IP|VARCHAR2|(200)|||26|HR_PCDEDUCT_TMP|급여계산세액정보
HR|UPDATE_MCADDR_NM|수정맥어드레스명|VARCHAR2|(200)|||27|HR_PCDEDUCT_TMP|급여계산세액정보
HR|BIZAREA_CD|사업장코드|VARCHAR2|(7)|||10|HR_PCEMPETC_TMP|급여계산사원기타정보
HR|CAL_DTS|계산일시|DATE|||Y|4|HR_PCEMPETC_TMP|급여계산사원기타정보
HR|CAL_WRKM_ID|계산작업자ID|VARCHAR2|(30)||Y|3|HR_PCEMPETC_TMP|급여계산사원기타정보
HR|COMPANY_CD|회사코드|VARCHAR2|(7)||Y|2|HR_PCEMPETC_TMP|급여계산사원기타정보
HR|EMP_NO|사원번호|VARCHAR2|(20)||Y|5|HR_PCEMPETC_TMP|급여계산사원기타정보
HR|END_DT|종료일|VARCHAR2|(8)|||14|HR_PCEMPETC_TMP|급여계산사원기타정보
HR|EPAY_YN|수당여부|VARCHAR2|(1)|||22|HR_PCEMPETC_TMP|급여계산사원기타정보
HR|ETC1_AMT|기타1금액|NUMBER|(19,4)|||17|HR_PCEMPETC_TMP|급여계산사원기타정보
HR|ETC2_AMT|기타2금액|NUMBER|(19,4)|||18|HR_PCEMPETC_TMP|급여계산사원기타정보
HR|ETC3_AMT|기타3금액|NUMBER|(19,4)|||19|HR_PCEMPETC_TMP|급여계산사원기타정보
HR|ETC4_AMT|기타4금액|NUMBER|(19,4)|||20|HR_PCEMPETC_TMP|급여계산사원기타정보
HR|ETC5_AMT|기타5금액|NUMBER|(19,4)|||21|HR_PCEMPETC_TMP|급여계산사원기타정보
HR|INSERT_DTS|등록일시|DATE||||26|HR_PCEMPETC_TMP|급여계산사원기타정보
HR|INSERT_ID|등록ID|VARCHAR2|(30)|||23|HR_PCEMPETC_TMP|급여계산사원기타정보
HR|INSERT_IP|등록IP|VARCHAR2|(200)|||24|HR_PCEMPETC_TMP|급여계산사원기타정보
HR|INSERT_MCADDR_NM|등록맥어드레스명|VARCHAR2|(200)|||25|HR_PCEMPETC_TMP|급여계산사원기타정보
HR|MCLS_CD|관리항목코드|VARCHAR2|(10)|||8|HR_PCEMPETC_TMP|급여계산사원기타정보
HR|MNGD_CD|관리내역코드|VARCHAR2|(5)|||9|HR_PCEMPETC_TMP|급여계산사원기타정보
HR|MNG_AMT|관리금액|NUMBER|(19,4)|||16|HR_PCEMPETC_TMP|급여계산사원기타정보
HR|MNG_NO|관리번호|VARCHAR2|(20)|||7|HR_PCEMPETC_TMP|급여계산사원기타정보
HR|MNG_RT|관리율|NUMBER|(19,6)|||15|HR_PCEMPETC_TMP|급여계산사원기타정보
HR|NO_SQ|번호순번|NUMBER|(10,0)||Y|6|HR_PCEMPETC_TMP|급여계산사원기타정보
HR|START_DT|시작일|VARCHAR2|(8)|||13|HR_PCEMPETC_TMP|급여계산사원기타정보
HR|TABLE_NM|테이블명|VARCHAR2|(50)||Y|1|HR_PCEMPETC_TMP|급여계산사원기타정보
HR|UPDATE_DTS|수정일시|DATE||||30|HR_PCEMPETC_TMP|급여계산사원기타정보
HR|UPDATE_ID|수정ID|VARCHAR2|(30)|||27|HR_PCEMPETC_TMP|급여계산사원기타정보
HR|UPDATE_IP|수정IP|VARCHAR2|(200)|||28|HR_PCEMPETC_TMP|급여계산사원기타정보
HR|UPDATE_MCADDR_NM|수정맥어드레스명|VARCHAR2|(200)|||29|HR_PCEMPETC_TMP|급여계산사원기타정보
HR|WGS_SQ|급여순번|NUMBER|(5,0)|||12|HR_PCEMPETC_TMP|급여계산사원기타정보
HR|WGS_YM|급여년월|VARCHAR2|(6)|||11|HR_PCEMPETC_TMP|급여계산사원기타정보
HR|AGE_CNT|나이수|NUMBER|(5,0)|||44|HR_PCEMPINFO_TMP|급여계산사원정보
HR|ANIC_AMT|연봉금액|NUMBER|(19,4)|||43|HR_PCEMPINFO_TMP|급여계산사원정보
HR|APNTC_EXPY_DT|수습만료일|VARCHAR2|(8)|||28|HR_PCEMPINFO_TMP|급여계산사원정보
HR|BIZAREA_CD|사업장코드|VARCHAR2|(7)|||5|HR_PCEMPINFO_TMP|급여계산사원정보
HR|BWRK_DY|근무일수|NUMBER|(7,2)|||57|HR_PCEMPINFO_TMP|급여계산사원정보
HR|BWRK_END_DT|근무종료일|VARCHAR2|(8)|||56|HR_PCEMPINFO_TMP|급여계산사원정보
HR|BWRK_START_DT|근무시작일|VARCHAR2|(8)|||55|HR_PCEMPINFO_TMP|급여계산사원정보
HR|CAL_DTS|계산일시|DATE|||Y|3|HR_PCEMPINFO_TMP|급여계산사원정보
HR|CAL_WRKM_ID|계산작업자ID|VARCHAR2|(30)||Y|2|HR_PCEMPINFO_TMP|급여계산사원정보
HR|CC_CD|비용센터코드|VARCHAR2|(20)|||7|HR_PCEMPINFO_TMP|급여계산사원정보
HR|CNWKSTDR_DT|근속기준일|VARCHAR2|(8)|||54|HR_PCEMPINFO_TMP|급여계산사원정보
HR|COMPANY_CD|회사코드|VARCHAR2|(7)||Y|1|HR_PCEMPINFO_TMP|급여계산사원정보
HR|DEPT_CD|부서코드|VARCHAR2|(20)|||6|HR_PCEMPINFO_TMP|급여계산사원정보
HR|DNL_RVERS_END_DT|근태귀속종료일|VARCHAR2|(8)|||51|HR_PCEMPINFO_TMP|급여계산사원정보
HR|DNL_RVERS_START_DT|근태귀속시작일|VARCHAR2|(8)|||50|HR_PCEMPINFO_TMP|급여계산사원정보
HR|DUTY_CD|직무코드|VARCHAR2|(5)|HRP00920||14|HR_PCEMPINFO_TMP|급여계산사원정보
HR|EMPYINSFO_AMT|고용보험금액|NUMBER|(19,4)|||60|HR_PCEMPINFO_TMP|급여계산사원정보
HR|EMPYINSFO_TARGNO_CD|고용보험대상여부코드|VARCHAR2|(5)|||37|HR_PCEMPINFO_TMP|급여계산사원정보
HR|EMPY_FG_CD|고용구분코드|VARCHAR2|(5)|||63|HR_PCEMPINFO_TMP|급여계산사원정보
HR|EMP_FG|사원구분|VARCHAR2|(5)|||64|HR_PCEMPINFO_TMP|급여계산사원정보
HR|EMP_NO|사원번호|VARCHAR2|(20)||Y|4|HR_PCEMPINFO_TMP|급여계산사원정보
HR|EMP_TP|사원유형|VARCHAR2|(5)|HRP00220||22|HR_PCEMPINFO_TMP|급여계산사원정보
HR|ENST_DT|입대일|VARCHAR2|(8)|||29|HR_PCEMPINFO_TMP|급여계산사원정보
HR|FISIMN_STD_AGE_CNT|초일기준나이수|NUMBER|(5,0)|||45|HR_PCEMPINFO_TMP|급여계산사원정보
HR|FRGNR_CD|내외국인코드|VARCHAR2|(5)|MAP00200||33|HR_PCEMPINFO_TMP|급여계산사원정보
HR|FRNR_TAXXMPT_EN_CD|외국인비과세유무코드|VARCHAR2|(5)|||38|HR_PCEMPINFO_TMP|급여계산사원정보
HR|FSTCLSS_AMT|일급금액|NUMBER|(19,4)|||41|HR_PCEMPINFO_TMP|급여계산사원정보
HR|GNFD_RVERS_END_DT|발령귀속종료일|VARCHAR2|(8)|||53|HR_PCEMPINFO_TMP|급여계산사원정보
